company,disease_class,compound,mw,clogp,arom,hba,hbd,rtb,psa,bpka,apka
MACLEODS PHARMACEUTICALS LTD,C12 Male Urogenital Diseases,SILDENAFIL CITRATE,474.59,1.23,3,8,1,7,113.42,5.98,7.63
MACLEODS PHARMACEUTICALS LTD,C10 Nervous System Diseases,ESZOPICLONE,388.82,0.52,2,7,0,2,91.76,6.86,8.04
MACLEODS PHARMACEUTICALS LTD,C12 Male Urogenital Diseases,TOLTERODINE TARTRATE,325.5,5.12,2,2,1,7,23.47,11.01,10.28
MACLEODS PHARMACEUTICALS LTD,C10 Nervous System Diseases,ENTACAPONE,305.29,1.63,1,6,2,5,127.7,,6.09
MACLEODS PHARMACEUTICALS LTD,C15 Hemic and Lymphatic Diseases,MEMANTINE HYDROCHLORIDE,179.31,2.07,0,1,1,0,26.02,10.7,
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,ZIDOVUDINE,267.25,-0.3,1,6,2,3,133.08,,9.96
MACLEODS PHARMACEUTICALS LTD,C10 Nervous System Diseases,RIVASTIGMINE TARTRATE,250.34,2.41,1,3,0,4,32.78,8.8,
MACLEODS PHARMACEUTICALS LTD,C18 Nutritional and Metabolic Diseases,AMLODIPINE BESYLATE,408.88,1.64,1,7,2,8,99.88,9.45,
MACLEODS PHARMACEUTICALS LTD,C18 Nutritional and Metabolic Diseases,PIOGLITAZONE HYDROCHLORIDE,356.45,3.33,2,5,1,7,68.29,5.6,6.66
MACLEODS PHARMACEUTICALS LTD,C10 Nervous System Diseases,PRAMIPEXOLE DIHYDROCHLORIDE,211.33,1.76,1,4,2,3,50.94,10.31,
MACLEODS PHARMACEUTICALS LTD,C14 Cardiovascular Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,CANDESARTAN CILEXETIL,610.67,8.17,5,11,1,10,143.34,1.45,5.85
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,VENLAFAXINE HYDROCHLORIDE,277.41,2.74,1,3,1,5,32.7,8.91,
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,RISEDRONATE SODIUM,283.11,-3.32,1,4,5,4,148.18,4.91,0.68
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,LEVOFLOXACIN,361.37,0.51,2,6,1,2,75.01,6.16,5.29
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,LOSARTAN POTASSIUM,422.92,4.06,4,6,2,8,92.51,3.82,4.26
MACLEODS PHARMACEUTICALS LTD,C14 Cardiovascular Diseases,HYDROCHLOROTHIAZIDE,297.75,-0.58,1,5,3,1,118.36,,9.09
MACLEODS PHARMACEUTICALS LTD,C14 Cardiovascular Diseases,IRBESARTAN,428.54,5.39,3,5,1,7,87.13,4.12,5.85
MACLEODS PHARMACEUTICALS LTD,"C23 Pathological Conditions, Signs and Symptoms",TRAMADOL HYDROCHLORIDE,263.38,2.45,1,3,1,4,32.7,9.23,13.8
MACLEODS PHARMACEUTICALS LTD,C10 Nervous System Diseases,QUETIAPINE FUMARATE,383.52,2.81,2,6,1,5,48.3,7.06,
MACLEODS PHARMACEUTICALS LTD,C12 Male Urogenital Diseases,HYDROCHLOROTHIAZIDE,297.75,-0.58,1,5,3,1,118.36,,9.09
MACLEODS PHARMACEUTICALS LTD,"C23 Pathological Conditions, Signs and Symptoms",DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MACLEODS PHARMACEUTICALS LTD,F03 Mental Disorders,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MACLEODS PHARMACEUTICALS LTD,F03 Mental Disorders,ESCITALOPRAM OXALATE,324.4,3.76,2,3,0,5,36.26,9.78,
MACLEODS PHARMACEUTICALS LTD,C04 Neoplasms,CLOPIDOGREL BISULFATE,321.83,4.03,2,4,0,3,29.54,4.77,
MACLEODS PHARMACEUTICALS LTD,C08 Respiratory Tract Diseases,LEVOCETIRIZINE DIHYDROCHLORIDE,388.9,0.87,2,4,1,8,53.01,7.42,3.59
MACLEODS PHARMACEUTICALS LTD,"C23 Pathological Conditions, Signs and Symptoms",OLANZAPINE,312.44,3.39,2,5,1,0,30.87,7.24,13.17
MACLEODS PHARMACEUTICALS LTD,C01 Infections,FAMCICLOVIR,321.34,-0.48,2,9,1,7,122.22,3.65,
MACLEODS PHARMACEUTICALS LTD,C01 Infections,MONTELUKAST SODIUM,586.2,8.49,4,4,2,12,70.42,3.12,4.4
MACLEODS PHARMACEUTICALS LTD,"C23 Pathological Conditions, Signs and Symptoms",VENLAFAXINE HYDROCHLORIDE,277.41,2.74,1,3,1,5,32.7,8.91,
MACLEODS PHARMACEUTICALS LTD,F03 Mental Disorders,PRAMIPEXOLE DIHYDROCHLORIDE,211.33,1.76,1,4,2,3,50.94,10.31,
MANKIND PHARMA LTD,F03 Mental Disorders,CLOMIPRAMINE HYDROCHLORIDE,314.86,4.88,2,2,0,4,6.48,9.2,
MARKSANS PHARMA LTD,C26 Wounds and Injuries,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,F03 Mental Disorders,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C17 Skin and Connective Tissue Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C12 Male Urogenital Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,C13 Female Urogenital Diseases and Pregnancy Complications,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C10 Nervous System Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
MARKSANS PHARMA LTD,C14 Cardiovascular Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,C04 Neoplasms,DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,C04 Neoplasms,PARICALCITOL,416.65,4.26,0,3,3,5,60.69,,
MARKSANS PHARMA LTD,C10 Nervous System Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C13 Female Urogenital Diseases and Pregnancy Complications,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,C15 Hemic and Lymphatic Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C08 Respiratory Tract Diseases,CETIRIZINE HYDROCHLORIDE,388.9,0.87,2,4,1,8,53.01,7.42,3.59
MARKSANS PHARMA LTD,C10 Nervous System Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C18 Nutritional and Metabolic Diseases,PARICALCITOL,416.65,4.26,0,3,3,5,60.69,,
MARKSANS PHARMA LTD,C01 Infections,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C10 Nervous System Diseases,DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,F03 Mental Disorders,DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,C13 Female Urogenital Diseases and Pregnancy Complications,NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C26 Wounds and Injuries,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C04 Neoplasms,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
MARKSANS PHARMA LTD,C20 Immune System Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,C18 Nutritional and Metabolic Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,F03 Mental Disorders,FLUOXETINE HYDROCHLORIDE,309.33,4.17,2,2,1,6,21.26,9.8,
MARKSANS PHARMA LTD,F01 Behavior and Behavior Mechanisms,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C08 Respiratory Tract Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,C05 Musculoskeletal Diseases,DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,C05 Musculoskeletal Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C13 Female Urogenital Diseases and Pregnancy Complications,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C20 Immune System Diseases,CETIRIZINE HYDROCHLORIDE,388.9,0.87,2,4,1,8,53.01,7.42,3.59
MARKSANS PHARMA LTD,C18 Nutritional and Metabolic Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C08 Respiratory Tract Diseases,NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C06 Digestive System Diseases,NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C12 Male Urogenital Diseases,DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,C06 Digestive System Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C19 Endocrine System Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
MARKSANS PHARMA LTD,C06 Digestive System Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C04 Neoplasms,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,G07 Physiological Phenomena,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
MARKSANS PHARMA LTD,C04 Neoplasms,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,C05 Musculoskeletal Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,C17 Skin and Connective Tissue Diseases,CETIRIZINE HYDROCHLORIDE,388.9,0.87,2,4,1,8,53.01,7.42,3.59
MARKSANS PHARMA LTD,C05 Musculoskeletal Diseases,NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C15 Hemic and Lymphatic Diseases,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C17 Skin and Connective Tissue Diseases,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C17 Skin and Connective Tissue Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
MARKSANS PHARMA LTD,C08 Respiratory Tract Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,C14 Cardiovascular Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,F03 Mental Disorders,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,"C23 Pathological Conditions, Signs and Symptoms",IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C06 Digestive System Diseases,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C11 Eye Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C04 Neoplasms,NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C10 Nervous System Diseases,NAPROXEN,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C05 Musculoskeletal Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C25 Chemically-Induced Disorders,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C09 Otorhinolaryngologic Diseases,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,F01 Behavior and Behavior Mechanisms,DULOXETINE HYDROCHLORIDE,297.42,4.2,3,3,1,6,21.26,9.7,
MARKSANS PHARMA LTD,C19 Endocrine System Diseases,PARICALCITOL,416.65,4.26,0,3,3,5,60.69,,
MARKSANS PHARMA LTD,C15 Hemic and Lymphatic Diseases,METFORMIN HYDROCHLORIDE,129.17,-0.92,0,2,4,0,88.99,12.33,
MARKSANS PHARMA LTD,C07 Stomatognathic Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C04 Neoplasms,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C12 Male Urogenital Diseases,DUTASTERIDE,528.54,5.79,1,2,2,2,58.2,,12.56
MARKSANS PHARMA LTD,C17 Skin and Connective Tissue Diseases,LORATADINE,382.89,4.55,2,3,0,1,42.43,4.33,
MARKSANS PHARMA LTD,C10 Nervous System Diseases,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C04 Neoplasms,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C10 Nervous System Diseases,NAPROXEN SODIUM,230.26,2.99,2,2,1,3,46.53,,4.19
MARKSANS PHARMA LTD,C12 Male Urogenital Diseases,PARICALCITOL,416.65,4.26,0,3,3,5,60.69,,
MARKSANS PHARMA LTD,C05 Musculoskeletal Diseases,GABAPENTIN,171.24,-1.27,0,2,2,3,63.32,9.91,4.63
MARKSANS PHARMA LTD,C08 Respiratory Tract Diseases,IBUPROFEN,206.28,3.84,1,1,1,4,37.3,,4.85
MARKSANS PHARMA LTD,C12 Male Urogenital Diseases,CETIRIZINE HYDROCHLORIDE,388.9,0.87,2,4,1,8,53.01,7.42,3.59
MAYNE PHARMA INC,C05 Musculoskeletal Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C01 Infections,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
MAYNE PHARMA INC,C06 Digestive System Diseases,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
MAYNE PHARMA INC,C26 Wounds and Injuries,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
MAYNE PHARMA INC,C17 Skin and Connective Tissue Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C06 Digestive System Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C10 Nervous System Diseases,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
MAYNE PHARMA INC,C04 Neoplasms,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C15 Hemic and Lymphatic Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",LIOTHYRONINE SODIUM,650.98,2.8,2,4,3,5,92.78,9.48,0.3
MAYNE PHARMA INC,C18 Nutritional and Metabolic Diseases,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
MAYNE PHARMA INC,C17 Skin and Connective Tissue Diseases,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C25 Chemically-Induced Disorders,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C13 Female Urogenital Diseases and Pregnancy Complications,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C12 Male Urogenital Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C11 Eye Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",CODEINE PHOSPHATE,299.37,1.34,1,4,1,1,41.93,9.19,13.78
MAYNE PHARMA INC,C04 Neoplasms,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C19 Endocrine System Diseases,LIOTHYRONINE SODIUM,650.98,2.8,2,4,3,5,92.78,9.48,0.3
MAYNE PHARMA INC,C07 Stomatognathic Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C05 Musculoskeletal Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C12 Male Urogenital Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C10 Nervous System Diseases,LIOTHYRONINE SODIUM,650.98,2.8,2,4,3,5,92.78,9.48,0.3
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C14 Cardiovascular Diseases,LIOTHYRONINE SODIUM,650.98,2.8,2,4,3,5,92.78,9.48,0.3
MAYNE PHARMA INC,F03 Mental Disorders,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
MAYNE PHARMA INC,C04 Neoplasms,LIOTHYRONINE SODIUM,650.98,2.8,2,4,3,5,92.78,9.48,0.3
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,CODEINE PHOSPHATE,299.37,1.34,1,4,1,1,41.93,9.19,13.78
MAYNE PHARMA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
MAYNE PHARMA INC,C06 Digestive System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C06 Digestive System Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C10 Nervous System Diseases,PSEUDOEPHEDRINE HYDROCHLORIDE,165.24,1.32,1,2,2,3,32.26,9.52,13.89
MAYNE PHARMA INC,C13 Female Urogenital Diseases and Pregnancy Complications,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C14 Cardiovascular Diseases,DOFETILIDE,441.58,0.24,2,6,2,11,104.81,8.99,10.15
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C06 Digestive System Diseases,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,F03 Mental Disorders,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,CHLORPHENIRAMINE MALEATE,274.8,3.58,2,2,0,5,16.13,9.47,
MAYNE PHARMA INC,C07 Stomatognathic Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C15 Hemic and Lymphatic Diseases,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C01 Infections,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
MAYNE PHARMA INC,C17 Skin and Connective Tissue Diseases,MORPHINE SULFATE,285.34,0.9,1,4,2,0,52.93,9.12,10.26
MAYNE PHARMA INC,F03 Mental Disorders,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C26 Wounds and Injuries,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C18 Nutritional and Metabolic Diseases,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C01 Infections,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C05 Musculoskeletal Diseases,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
MAYNE PHARMA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",AMIODARONE HYDROCHLORIDE,645.32,7.64,3,4,0,11,42.68,8.47,
MAYNE PHARMA INC,C01 Infections,BROMPHENIRAMINE MALEATE,319.25,3.75,2,2,0,5,16.13,9.48,
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",MORPHINE SULFATE,285.34,0.9,1,4,2,0,52.93,9.12,10.26
MAYNE PHARMA INC,C12 Male Urogenital Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C01 Infections,CODEINE PHOSPHATE,299.37,1.34,1,4,1,1,41.93,9.19,13.78
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,MORPHINE SULFATE,285.34,0.9,1,4,2,0,52.93,9.12,10.26
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",BROMPHENIRAMINE MALEATE,319.25,3.75,2,2,0,5,16.13,9.48,
MAYNE PHARMA INC,C05 Musculoskeletal Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C10 Nervous System Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C14 Cardiovascular Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C01 Infections,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C04 Neoplasms,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C25 Chemically-Induced Disorders,MORPHINE SULFATE,285.34,0.9,1,4,2,0,52.93,9.12,10.26
MAYNE PHARMA INC,C18 Nutritional and Metabolic Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C10 Nervous System Diseases,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C26 Wounds and Injuries,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,"C16 Congenital, Hereditary, and Neonatal Diseases and Abnormalities",CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C06 Digestive System Diseases,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C25 Chemically-Induced Disorders,HYDROCODONE BITARTRATE,299.37,1.96,1,4,0,1,38.77,8.61,
MAYNE PHARMA INC,C18 Nutritional and Metabolic Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C18 Nutritional and Metabolic Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C20 Immune System Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C10 Nervous System Diseases,BUTALBITAL,224.26,1.59,0,3,2,4,75.27,,7.48
MAYNE PHARMA INC,C05 Musculoskeletal Diseases,MORPHINE SULFATE,285.34,0.9,1,4,2,0,52.93,9.12,10.26
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
MAYNE PHARMA INC,"C23 Pathological Conditions, Signs and Symptoms",DEXTROMETHORPHAN HYDROBROMIDE,271.4,3.49,1,2,0,1,12.47,9.85,
MAYNE PHARMA INC,C10 Nervous System Diseases,DOXYCYCLINE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C04 Neoplasms,MORPHINE SULFATE,285.34,0.9,1,4,2,0,52.93,9.12,10.26
MAYNE PHARMA INC,C01 Infections,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
MAYNE PHARMA INC,C07 Stomatognathic Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,F03 Mental Disorders,CLONIDINE HYDROCHLORIDE,230.1,2.04,1,1,2,1,36.42,9.34,
MAYNE PHARMA INC,F03 Mental Disorders,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C14 Cardiovascular Diseases,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C08 Respiratory Tract Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C17 Skin and Connective Tissue Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C14 Cardiovascular Diseases,ASPIRIN,180.16,1.24,1,3,1,2,63.6,,3.41
MAYNE PHARMA INC,C11 Eye Diseases,ACETAMINOPHEN,151.16,0.91,1,2,2,1,49.33,,9.46
MAYNE PHARMA INC,C01 Infections,DOXYCYCLINE HYCLATE,444.44,-3.29,1,9,6,2,181.62,7.46,2.92
MAYNE PHARMA INC,C17 Skin and Connective Tissue Diseases,CAFFEINE,194.19,-0.55,2,6,0,0,61.82,,
